txn_id,account_id,merchant_id,amount,txn_timestamp,txn_hour
215,17382,3810,233.77,2024-03-02 20:19:00,20
216,18032,2839,412.85,2024-01-26 15:16:00,15
217,16863,5209,143.89,2024-03-04 07:50:00,7
218,15409,586,5.72,2024-03-17 17:50:00,17
219,17102,7095,3.97,2024-01-21 08:10:00,8
220,22474,1712,55.44,2024-03-12 11:37:00,11
221,3803,6374,21.61,2024-01-02 20:16:00,20
222,23883,6803,61.52,2024-03-16 09:07:00,9
223,16858,1855,51.3,2024-01-17 12:23:00,12
224,10964,7282,7.7,2024-01-13 00:56:00,0
225,5692,4807,24.83,2024-03-16 02:37:00,2
226,16417,252,102.47,2024-03-24 10:52:00,10
227,23679,4315,162.1,2024-02-19 07:09:00,7
228,9379,1863,629.37,2024-03-12 09:48:00,9
229,7807,5210,423.52,2024-02-14 09:14:00,9
230,18066,6745,7.78,2024-03-07 06:03:00,6
231,18303,6324,203.29,2024-03-22 22:57:00,22
232,6104,5257,64.15,2024-02-15 09:37:00,9
233,14419,1971,250.04,2024-01-04 13:12:00,13
234,22569,5484,17.44,2024-03-30 06:44:00,6
235,18827,4017,265.96,2024-01-26 07:01:00,7
236,4759,2076,12.04,2024-03-20 04:41:00,4
237,18787,4958,98.95,2024-03-07 09:59:00,9
238,15660,5877,108.37,2024-01-08 10:46:00,10
239,13217,7181,274.65,2024-03-08 06:34:00,6
240,3976,4990,101.71,2024-02-03 06:22:00,6
241,4928,2068,162.37,2024-03-20 06:02:00,6
242,16517,6581,149.1,2024-02-27 11:17:00,11
243,8027,2014,46.74,2024-02-08 10:15:00,10
244,17007,194,294.37,2024-03-23 04:32:00,4
245,8941,3638,12.71,2024-01-23 15:59:00,15
246,7372,5943,126.86,2024-03-30 17:14:00,17
247,5805,3857,12.89,2024-02-29 19:06:00,19
248,15223,5907,17.48,2024-02-09 11:52:00,11
249,16970,7197,23.49,2024-02-13 15:20:00,15
250,3282,6030,6.95,2024-02-07 15:31:00,15
251,24528,703,36.25,2024-02-12 14:48:00,14
252,4925,3376,90.07,2024-03-03 10:42:00,10
253,9854,536,146.76,2024-01-19 15:19:00,15
254,13490,2387,99.14,2024-01-27 06:40:00,6
255,8103,3470,230.96,2024-01-12 02:58:00,2
256,15088,7095,27.67,2024-02-20 18:32:00,18
257,19336,4043,39.31,2024-01-17 08:05:00,8
258,17235,6550,126.56,2024-01-16 09:29:00,9
259,17089,3537,15.83,2024-03-28 10:49:00,10
260,22958,1374,3.98,2024-01-11 18:12:00,18
261,15915,3459,97.17,2024-03-22 15:37:00,15
262,6359,5751,3.32,2024-03-23 16:53:00,16
263,20454,2793,37.36,2024-02-12 11:40:00,11
264,18855,133,13.47,2024-03-26 06:11:00,6
265,6959,1025,393.45,2024-03-12 18:54:00,18
266,13256,5618,44.49,2024-01-12 07:27:00,7
267,9917,1517,7.04,2024-03-03 17:38:00,17
268,13493,1855,57.14,2024-03-12 13:15:00,13
269,6161,1695,15.51,2024-02-17 17:01:00,17
270,9356,5091,21.73,2024-01-04 20:51:00,20
271,14429,1749,16.73,2024-01-17 14:44:00,14
272,19846,4975,18.63,2024-01-13 15:25:00,15
273,20745,3882,6.57,2024-01-18 23:52:00,23
274,8863,4525,52.66,2024-02-03 06:08:00,6
275,10971,670,50.86,2024-03-01 03:26:00,3
276,6357,2251,34.39,2024-03-10 07:28:00,7
277,9336,1066,98.18,2024-03-25 18:26:00,18
278,17675,4822,41.48,2024-01-17 19:40:00,19
279,20917,5649,324.28,2024-02-20 22:48:00,22
280,6355,5010,15.82,2024-02-16 16:25:00,16
281,21291,2516,988.36,2024-02-01 05:32:00,5
282,19322,4851,123.98,2024-01-02 13:58:00,13
283,6399,935,100.71,2024-01-16 11:49:00,11
284,20212,7169,101.11,2024-01-17 05:55:00,5
285,14507,5940,14.14,2024-01-10 08:51:00,8
286,3110,5353,110.84,2024-03-16 14:18:00,14
287,22508,2761,73.44,2024-02-02 15:02:00,15
288,16724,2289,23.06,2024-01-31 16:07:00,16
289,22800,5239,1082.46,2024-01-12 07:21:00,7
290,12507,6970,58.84,2024-02-10 13:38:00,13
291,1015,4882,125.26,2024-02-25 16:00:00,16
292,14068,1615,10.72,2024-03-01 12:14:00,12
293,22771,5594,31.82,2024-01-14 07:40:00,7
294,10069,3300,368.1,2024-02-07 12:22:00,12
295,8353,5213,125.32,2024-03-09 03:16:00,3
296,17456,2904,192.3,2024-01-22 15:47:00,15
297,13276,1539,13.86,2024-01-04 15:55:00,15
298,14421,1943,93.76,2024-03-29 02:51:00,2
299,11593,4683,53.25,2024-03-24 12:55:00,12
300,11186,6781,1409.48,2024-03-11 22:26:00,22
301,16556,1694,25.21,2024-03-08 18:10:00,18
302,14579,1418,13.2,2024-02-29 22:01:00,22
303,255,1816,196.55,2024-03-29 02:25:00,2
304,21983,1262,576.21,2024-01-28 07:59:00,7
305,11893,2168,32.14,2024-02-08 22:37:00,22
306,9392,5608,17.79,2024-01-17 12:49:00,12
307,4383,3580,140.02,2024-03-10 21:27:00,21
308,1641,4441,33.04,2024-03-09 06:56:00,6
309,19972,4532,11.04,2024-01-25 20:54:00,20
310,17765,6744,249.06,2024-01-26 06:11:00,6
311,2593,3394,18.34,2024-03-12 11:05:00,11
312,6820,2989,41.91,2024-03-05 12:39:00,12
313,349,5986,39.81,2024-03-03 06:00:00,6
314,16638,4156,66.79,2024-01-17 17:03:00,17
315,17873,7096,567.73,2024-02-28 08:05:00,8
316,279,85,9.85,2024-01-21 22:57:00,22
317,21338,3722,10.64,2024-03-01 14:55:00,14
318,7682,7237,38.53,2024-03-01 14:30:00,14
319,8870,4005,74.52,2024-01-02 04:43:00,4
320,5451,6480,43.5,2024-03-30 07:38:00,7
321,5086,2005,756.52,2024-02-01 10:46:00,10
322,22380,27,204.62,2024-03-24 07:24:00,7
323,2359,2069,188.16,2024-03-10 22:44:00,22
324,3301,5985,38.06,2024-01-03 18:58:00,18
325,8904,2946,28.9,2024-02-04 07:11:00,7
326,19141,2613,62.9,2024-03-02 23:52:00,23
327,9893,2992,29.89,2024-02-01 08:38:00,8
328,45,4578,321.06,2024-03-21 12:30:00,12
329,21239,938,35.43,2024-03-17 18:03:00,18
330,9299,1076,13.04,2024-02-27 22:30:00,22
331,21410,433,69.27,2024-02-16 06:38:00,6
332,20180,2439,23.48,2024-03-26 15:01:00,15
333,1762,4540,44.56,2024-01-09 16:26:00,16
334,9524,6414,62.18,2024-01-02 23:33:00,23
335,15927,6835,110.47,2024-02-17 23:42:00,23
336,22191,416,24.5,2024-01-06 14:36:00,14
337,18554,6171,29.55,2024-02-09 21:25:00,21
338,6586,2176,191.05,2024-02-08 02:51:00,2
339,6750,7421,44.58,2024-01-18 16:20:00,16
340,4154,7291,2.89,2024-03-10 14:09:00,14
341,6356,4045,48.79,2024-03-01 10:40:00,10
342,9756,1373,333.77,2024-03-07 08:31:00,8
343,3887,2098,351.0,2024-03-05 08:34:00,8
344,8620,1219,17.14,2024-01-10 21:14:00,21
345,9872,2957,16.63,2024-03-17 12:36:00,12
346,19183,85,14.61,2024-03-21 18:14:00,18
347,21481,1934,46.11,2024-03-30 12:29:00,12
348,13929,3754,248.54,2024-02-14 23:07:00,23
349,1846,7288,8.45,2024-01-06 08:41:00,8
350,22263,4878,31.17,2024-01-04 20:40:00,20
351,5759,6606,152.9,2024-01-10 12:56:00,12
352,23072,2532,114.86,2024-01-16 18:11:00,18
353,2508,7164,106.46,2024-02-25 15:59:00,15
354,17556,2747,81.58,2024-01-19 08:51:00,8
355,15947,4571,31.96,2024-02-19 15:14:00,15
356,6149,3157,173.36,2024-02-19 14:53:00,14
357,18270,6636,92.71,2024-01-18 08:05:00,8
358,20302,6197,30.12,2024-03-04 10:03:00,10
359,20530,4614,30.79,2024-02-24 12:23:00,12
360,20939,5812,110.59,2024-02-22 09:02:00,9
361,1681,527,37.26,2024-02-24 08:21:00,8
362,3742,2359,278.71,2024-01-03 12:53:00,12
363,5291,6139,7.99,2024-02-05 02:11:00,2
364,18304,4244,46.61,2024-03-26 00:52:00,0
365,14098,5925,27.46,2024-03-30 08:16:00,8
366,11847,1799,214.07,2024-01-01 11:34:00,11
367,918,4864,103.57,2024-03-05 23:31:00,23
368,55,2626,38.38,2024-03-06 11:26:00,11
369,18115,223,679.33,2024-01-01 22:34:00,22
370,22881,5967,41.99,2024-03-08 08:57:00,8
371,2072,5165,33.06,2024-02-14 13:15:00,13
372,12857,1101,9.48,2024-02-20 11:59:00,11
373,14412,5755,56.64,2024-03-27 14:38:00,14
374,4968,6013,45.86,2024-03-19 21:36:00,21
375,13199,646,17.56,2024-01-14 06:43:00,6
376,2841,3144,86.89,2024-03-08 14:05:00,14
377,3585,2156,29.94,2024-02-07 17:34:00,17
378,7150,7109,27.73,2024-03-22 14:14:00,14
379,2387,3000,5.06,2024-02-06 02:36:00,2
380,16935,2192,55.83,2024-02-06 05:17:00,5
381,8694,6969,12.77,2024-03-15 15:51:00,15
382,15840,5318,55.48,2024-01-10 01:08:00,1
383,15073,8,137.5,2024-02-28 09:27:00,9
384,2684,330,36.14,2024-03-29 11:52:00,11
385,17893,630,32.22,2024-01-05 16:13:00,16
386,14358,6238,606.01,2024-02-15 12:38:00,12
387,20075,2649,78.61,2024-03-27 07:17:00,7
388,7126,1096,70.01,2024-02-21 17:58:00,17
389,6606,2364,143.16,2024-02-19 11:06:00,11
390,16988,6551,15.73,2024-01-03 13:31:00,13
391,10095,7070,58.14,2024-01-08 14:08:00,14
392,21437,3311,50.18,2024-02-18 19:02:00,19
393,20321,225,1.98,2024-03-08 05:52:00,5
394,9928,6616,30.13,2024-01-01 17:19:00,17
395,1503,3689,150.11,2024-02-18 10:33:00,10
396,15583,5442,623.1,2024-02-07 11:44:00,11
397,24790,6421,117.37,2024-03-07 03:39:00,3
398,7348,5926,56.73,2024-01-18 13:16:00,13
399,20094,6331,118.75,2024-03-12 11:11:00,11
400,21861,1078,97.1,2024-03-30 10:54:00,10
401,12680,3941,103.27,2024-01-04 07:09:00,7
402,17440,2820,27.51,2024-01-25 13:41:00,13
403,18556,2363,10.3,2024-01-01 14:59:00,14
404,2492,6891,944.16,2024-02-29 17:34:00,17
405,20548,2784,363.83,2024-03-19 16:56:00,16
406,14967,4398,24.91,2024-01-12 14:10:00,14
407,450,1917,119.78,2024-03-10 07:00:00,7
408,23700,3600,45.41,2024-01-09 12:40:00,12
409,2072,1151,23.81,2024-03-25 22:28:00,22
410,17971,3116,293.97,2024-03-19 15:48:00,15
411,7110,6718,36.01,2024-03-06 19:13:00,19
412,1574,6438,31.62,2024-03-02 19:55:00,19
413,4654,2173,33.15,2024-03-03 01:35:00,1
414,8313,4737,39.33,2024-03-13 13:52:00,13
415,10275,1401,191.25,2024-03-06 10:58:00,10
416,1792,7254,478.43,2024-02-17 13:27:00,13
417,13858,1159,60.95,2024-02-23 02:19:00,2
418,2694,3740,383.92,2024-01-03 18:50:00,18
419,12857,3335,56.13,2024-01-23 07:17:00,7
420,5443,4474,7.48,2024-02-25 11:46:00,11
421,15069,4747,51.65,2024-03-19 06:00:00,6
422,13889,4364,7.59,2024-02-22 13:29:00,13
423,3210,1527,104.38,2024-03-22 07:00:00,7
424,9301,1870,353.26,2024-01-22 11:15:00,11
425,9274,3680,64.88,2024-01-22 06:01:00,6
426,19896,5746,294.9,2024-03-19 06:24:00,6
427,15715,1300,40.58,2024-03-07 20:59:00,20
428,16060,4229,19.03,2024-02-15 01:59:00,1
429,2982,4626,52.33,2024-02-15 07:37:00,7
430,16747,4407,15.23,2024-03-19 13:39:00,13
431,18718,1649,70.31,2024-01-03 23:48:00,23
432,3957,6224,136.86,2024-02-14 07:19:00,7
433,10636,429,16.58,2024-02-04 23:30:00,23
434,15422,1659,32.22,2024-02-01 05:38:00,5
435,19283,2725,221.03,2024-01-14 15:09:00,15
436,18937,464,152.45,2024-01-17 12:35:00,12
437,210,6639,96.71,2024-01-22 13:41:00,13
438,7818,957,152.42,2024-02-14 21:21:00,21
439,3746,1049,43.73,2024-01-12 06:05:00,6
440,682,1655,59.94,2024-01-22 18:11:00,18
441,6554,5836,33.33,2024-02-08 07:15:00,7
442,2882,1577,80.57,2024-01-31 06:25:00,6
443,21102,1534,15.48,2024-03-22 12:06:00,12
444,591,1137,50.23,2024-01-10 09:27:00,9
445,8204,3728,201.55,2024-01-14 05:32:00,5
446,5862,3659,126.64,2024-03-04 14:59:00,14
447,6973,1029,93.14,2024-03-14 17:35:00,17
448,9171,7302,210.62,2024-01-27 22:44:00,22
449,17539,4591,22.37,2024-03-25 12:44:00,12
450,16725,6718,13.63,2024-01-18 03:44:00,3
451,1493,4620,40.59,2024-03-14 02:33:00,2
452,2190,96,89.87,2024-01-07 13:16:00,13
453,9967,5793,12.54,2024-01-19 07:21:00,7
454,24663,5540,35.47,2024-01-21 15:18:00,15
455,10115,208,19.61,2024-02-07 12:19:00,12
456,16321,4339,67.84,2024-03-24 16:35:00,16
457,6088,700,28.77,2024-02-09 16:30:00,16
458,21852,237,307.63,2024-02-23 10:35:00,10
459,10157,767,12.0,2024-03-25 16:20:00,16
460,291,6454,28.03,2024-03-12 20:13:00,20
461,22974,7208,134.11,2024-01-30 14:19:00,14
462,10135,3631,75.81,2024-01-31 10:51:00,10
463,19728,6534,27.95,2024-03-20 17:49:00,17
464,15248,1817,61.26,2024-01-10 16:25:00,16
465,11987,3596,125.62,2024-01-12 08:07:00,8
466,9970,4835,24.14,2024-03-13 12:17:00,12
467,23728,3416,47.02,2024-02-17 21:48:00,21
468,12808,793,119.37,2024-01-13 13:07:00,13
469,6848,4089,92.87,2024-01-13 16:35:00,16
470,2418,3107,385.46,2024-01-05 15:50:00,15
471,19215,92,30.79,2024-01-28 08:48:00,8
472,13518,3277,41.41,2024-02-15 20:45:00,20
473,10320,7303,6.36,2024-02-03 23:21:00,23
474,11629,3260,23.53,2024-01-17 22:15:00,22
475,16846,3476,304.3,2024-02-16 06:18:00,6
476,11595,5312,23.25,2024-03-24 13:31:00,13
477,1463,597,226.79,2024-03-24 16:23:00,16
478,10521,5850,74.73,2024-02-20 17:06:00,17
479,21704,4960,13.75,2024-01-30 07:43:00,7
480,15773,4889,63.99,2024-03-18 14:34:00,14
481,24954,6368,17.91,2024-03-11 11:00:00,11
482,8248,5575,17.7,2024-02-07 21:47:00,21
483,23873,3181,4.25,2024-03-23 21:44:00,21
484,10459,6581,23.02,2024-02-24 17:45:00,17
485,1181,3851,47.75,2024-03-02 08:15:00,8
486,12905,6738,295.24,2024-01-25 07:31:00,7
487,20757,5561,186.59,2024-01-30 09:03:00,9
488,15092,1261,681.61,2024-03-13 05:20:00,5
489,14698,3807,107.54,2024-01-18 14:09:00,14
490,8483,528,11.46,2024-02-05 15:49:00,15
491,4455,3045,108.94,2024-01-30 01:02:00,1
492,73,364,14.5,2024-01-30 19:40:00,19
493,10320,7238,24.18,2024-03-29 20:13:00,20
494,20642,5662,48.35,2024-02-07 21:32:00,21
495,20126,6097,29.15,2024-01-24 17:42:00,17
496,6037,6617,733.01,2024-01-03 16:52:00,16
497,9933,130,22.85,2024-01-12 15:31:00,15
498,14718,7054,19.79,2024-02-18 14:22:00,14
499,3884,4346,68.9,2024-03-01 08:37:00,8
500,6411,3695,386.67,2024-03-02 14:58:00,14
501,12185,891,236.67,2024-03-09 07:01:00,7
502,13630,1201,421.96,2024-01-16 11:39:00,11
503,11428,1041,22.35,2024-01-31 13:28:00,13
504,17103,5069,34.74,2024-01-15 11:44:00,11
505,24175,1721,338.02,2024-01-21 06:41:00,6
506,1290,6071,28.11,2024-02-13 22:36:00,22
507,19973,3864,346.12,2024-02-24 01:12:00,1
508,5982,4875,3.57,2024-02-17 00:11:00,0
509,12331,427,15.21,2024-02-23 16:35:00,16
510,10870,1836,29.38,2024-01-20 16:31:00,16
511,15543,440,182.8,2024-01-19 11:29:00,11
512,15704,6392,339.99,2024-03-02 08:43:00,8
513,10941,2357,242.53,2024-03-14 14:32:00,14
514,23436,681,7.91,2024-03-30 11:14:00,11
515,23961,5434,11.11,2024-01-06 23:55:00,23
516,18570,7133,36.89,2024-02-24 11:38:00,11
517,7678,6069,16.91,2024-01-12 21:58:00,21
518,12379,6145,162.79,2024-02-11 13:57:00,13
519,18568,4162,75.56,2024-03-13 13:16:00,13
