link_id,src_account_id,dst_account_id,amount,transfer_timestamp
102,18738,754,109.85,2024-02-26 02:55:00
103,7321,24329,10.63,2024-02-04 23:50:00
104,15702,18177,432.85,2024-02-09 02:12:00
105,5846,13403,1358.23,2024-03-11 06:27:00
106,11136,4761,5083.54,2024-03-01 03:29:00
107,18001,6978,58.58,2024-01-10 07:23:00
108,12702,19579,177.67,2024-03-18 01:14:00
109,17855,13835,1495.43,2024-02-26 14:22:00
110,8338,23143,31.06,2024-01-19 11:39:00
111,17264,16335,163.25,2024-03-30 12:43:00
112,8196,6454,636.17,2024-02-20 03:25:00
113,4924,7494,636.78,2024-01-15 16:40:00
114,21260,7149,46.54,2024-01-27 10:05:00
115,23302,23167,1092.65,2024-03-22 10:33:00
116,6098,10982,98.74,2024-01-17 23:22:00
117,21859,1469,140.3,2024-03-15 12:12:00
118,1986,16050,464.55,2024-02-22 20:07:00
119,11607,12035,69.52,2024-03-09 23:28:00
120,14027,18762,4.39,2024-02-21 02:56:00
121,14913,89,276.03,2024-03-20 17:39:00
122,22154,23031,130.43,2024-01-29 13:50:00
123,14824,24453,176.62,2024-01-13 18:17:00
124,2017,16468,153.37,2024-02-12 00:59:00
125,1791,23363,17.48,2024-02-14 17:45:00
126,12237,18217,32.66,2024-03-15 02:53:00
127,6801,11352,21.98,2024-02-10 00:47:00
128,14821,6965,224.94,2024-02-25 12:12:00
129,10816,24866,21.85,2024-01-01 06:05:00
130,6692,13992,14.64,2024-02-29 16:54:00
131,11412,5485,304.6,2024-01-01 07:27:00
132,8117,791,76.6,2024-01-04 03:30:00
133,5510,18707,20.0,2024-01-19 12:38:00
134,16625,24466,385.6,2024-03-25 22:28:00
135,8191,6482,593.76,2024-03-06 22:05:00
136,16413,6925,488.52,2024-03-18 22:11:00
137,23167,7035,8.13,2024-01-30 08:49:00
138,2472,22178,194.65,2024-01-11 21:03:00
139,17402,13738,49.19,2024-03-07 02:23:00
140,23742,2153,144.74,2024-02-17 17:55:00
141,12123,10539,13950.36,2024-03-22 10:00:00
142,12256,226,407.04,2024-01-16 06:27:00
143,16975,15727,1379.24,2024-03-21 09:13:00
144,115,15797,5952.8,2024-01-19 22:50:00
145,15291,12671,75.12,2024-02-01 23:16:00
146,17353,10533,20.09,2024-01-29 20:43:00
147,19849,2135,171.79,2024-02-12 12:56:00
148,24649,4156,141.02,2024-01-18 11:38:00
149,12754,2293,378.98,2024-03-09 02:05:00
150,10412,24703,1306.71,2024-01-16 14:13:00
151,24646,3651,920.82,2024-01-23 02:19:00
152,20492,3605,264.73,2024-01-25 11:32:00
153,22852,7429,12.17,2024-03-19 03:49:00
154,24977,6460,870.68,2024-02-16 14:28:00
155,18279,18840,451.58,2024-01-15 15:29:00
156,6883,19661,7.09,2024-02-20 23:38:00
157,12199,13798,2.59,2024-01-08 12:30:00
158,14249,10394,27.83,2024-03-13 20:05:00
159,2991,17871,67.29,2024-02-24 21:00:00
160,18876,14594,147.32,2024-01-14 18:59:00
161,5134,23672,180.18,2024-02-20 05:07:00
162,4409,3728,1218.4,2024-01-30 06:18:00
163,13145,18148,254.21,2024-03-13 14:26:00
164,10498,24149,315.9,2024-02-29 22:29:00
165,14758,18879,33.84,2024-01-01 01:02:00
166,11644,22911,131.66,2024-03-08 14:50:00
167,24172,18427,391.88,2024-02-02 06:02:00
168,5290,2158,176.85,2024-03-30 21:21:00
169,22447,12164,350.65,2024-01-29 11:36:00
170,14235,24254,723.12,2024-01-05 07:44:00
171,3947,22928,1743.88,2024-02-23 15:49:00
172,5813,15715,36.41,2024-03-22 12:39:00
173,19764,12812,38.33,2024-02-12 14:58:00
174,8885,9113,82.13,2024-01-10 01:23:00
175,13470,24234,198.21,2024-01-25 10:16:00
176,390,1847,2663.98,2024-03-24 22:36:00
177,10586,11413,67.43,2024-01-27 23:43:00
178,11664,5870,21.51,2024-01-15 05:02:00
179,1085,5701,128.17,2024-02-04 23:46:00
180,7922,5,106.03,2024-03-29 03:05:00
181,14806,13019,624.83,2024-03-22 01:47:00
182,13914,129,853.67,2024-02-09 16:33:00
183,17253,10498,262.87,2024-03-10 20:24:00
184,2672,10778,59.93,2024-01-11 01:41:00
185,2700,10862,122.94,2024-03-25 00:46:00
186,11147,14899,129.92,2024-03-25 00:45:00
187,17603,990,34.17,2024-01-28 11:02:00
188,19782,15976,252.24,2024-03-23 10:32:00
189,2153,19867,122.69,2024-02-28 03:01:00
190,20563,5342,154.3,2024-01-08 03:48:00
191,20492,20003,50.39,2024-02-23 17:16:00
192,10555,17649,21.35,2024-01-12 01:59:00
193,20485,3088,688.11,2024-01-29 09:55:00
194,20956,3896,114.3,2024-02-20 05:12:00
195,18876,12440,48.02,2024-03-30 14:11:00
196,7724,12628,583.98,2024-01-26 08:15:00
197,20880,3078,817.99,2024-01-07 05:42:00
198,21782,16791,292.27,2024-03-19 13:20:00
199,13594,7362,229.21,2024-01-09 16:29:00
200,18800,921,8281.85,2024-03-12 11:04:00
201,20788,779,467.96,2024-01-11 11:24:00
202,15188,10839,330.4,2024-03-21 08:23:00
203,15760,12633,194.81,2024-03-09 20:08:00
204,18371,15770,11.67,2024-02-19 02:01:00
205,18762,4369,1086.47,2024-03-10 20:38:00
206,18839,21548,31.18,2024-02-19 16:26:00
207,4511,15178,66.7,2024-01-12 13:52:00
208,18214,18674,387.94,2024-02-08 14:44:00
209,10388,7981,48.57,2024-03-24 05:14:00
210,20303,9703,38.5,2024-01-05 00:57:00
211,13262,18546,23.8,2024-03-28 20:36:00
212,18254,3041,125.89,2024-03-13 21:33:00
213,19196,7789,1143.97,2024-02-28 06:59:00
214,21406,21950,412.43,2024-01-28 05:28:00
215,24939,3563,1763.64,2024-02-18 02:55:00
216,21861,13160,2590.96,2024-03-24 21:08:00
217,20810,8430,124.05,2024-03-13 12:59:00
218,1253,18508,197.72,2024-01-18 20:48:00
219,19870,12571,444.7,2024-03-21 23:21:00
220,10292,15741,400.32,2024-01-28 11:59:00
221,19442,1977,31.18,2024-02-03 14:50:00
222,13403,21655,78.53,2024-01-16 10:18:00
223,4539,19782,17.23,2024-02-22 21:16:00
224,24172,18682,80.71,2024-01-20 21:14:00
225,24684,14031,3.9,2024-02-17 16:05:00
226,13060,5522,228.91,2024-02-05 07:39:00
227,21949,8390,1355.22,2024-02-08 01:31:00
228,17126,2842,137.12,2024-01-14 09:42:00
229,16749,8554,114.48,2024-03-04 22:54:00
230,12594,6107,21.58,2024-02-04 06:52:00
231,1130,19731,33.57,2024-02-14 12:41:00
232,7809,9562,478.73,2024-02-11 14:48:00
233,16470,23060,657.78,2024-02-21 11:33:00
234,9288,7429,65.66,2024-01-14 13:55:00
235,17233,10753,5.93,2024-02-20 14:26:00
236,13032,8089,397.87,2024-03-26 08:48:00
237,428,4941,196.19,2024-02-07 06:54:00
238,13671,7620,817.16,2024-01-22 22:55:00
239,15145,2979,321.74,2024-03-27 20:37:00
240,11923,16422,141.02,2024-01-14 05:56:00
241,1080,10016,255.57,2024-02-14 12:59:00
242,9281,8435,18.36,2024-02-27 22:09:00
243,2102,20810,420.34,2024-02-13 14:12:00
244,15966,356,311.34,2024-01-13 18:51:00
245,264,6632,1392.47,2024-01-11 11:45:00
246,1997,13865,26.6,2024-03-07 10:14:00
247,23458,17241,233.28,2024-01-01 01:41:00
248,2432,8471,324.11,2024-03-11 05:08:00
249,21244,6714,357.19,2024-02-02 04:21:00
250,23557,581,264.19,2024-02-14 09:24:00
251,6765,13574,173.51,2024-03-07 09:40:00
252,5594,20890,735.69,2024-01-07 15:41:00
253,4162,1986,94.93,2024-02-08 19:09:00
254,13516,11387,25.9,2024-01-27 13:47:00
255,23990,20024,490.05,2024-02-04 18:49:00
256,6757,13876,191.32,2024-02-11 09:17:00
257,17723,21073,107.97,2024-01-05 18:51:00
258,5198,17409,410.32,2024-01-15 19:44:00
259,14414,7045,361.42,2024-03-03 07:24:00
260,8569,13213,312.08,2024-02-09 16:32:00
261,8401,21992,40.65,2024-03-12 19:14:00
262,7964,17656,670.02,2024-01-01 12:45:00
263,6594,19504,149.24,2024-03-02 08:05:00
264,720,2123,142.2,2024-03-11 14:36:00
265,24763,1026,197.17,2024-03-07 02:54:00
266,18935,19486,35.98,2024-01-08 00:43:00
267,14422,23857,47.17,2024-02-11 14:26:00
268,17851,13522,475.96,2024-02-02 15:00:00
269,184,2490,1541.53,2024-01-16 09:32:00
270,19472,3172,52.89,2024-01-29 07:09:00
271,9539,2869,390.94,2024-03-05 03:09:00
272,14714,15782,116.66,2024-01-22 19:33:00
273,21949,4476,73.27,2024-03-08 08:58:00
274,666,9876,370.43,2024-01-31 12:09:00
275,18611,3418,122.02,2024-03-30 21:27:00
276,19734,24019,52.35,2024-01-08 06:09:00
277,17444,4532,82.38,2024-01-22 07:01:00
278,809,20018,6.41,2024-01-20 21:02:00
279,6098,11209,397.17,2024-03-24 16:43:00
280,8979,23978,15.4,2024-02-07 15:31:00
281,149,7006,1063.53,2024-01-12 18:52:00
282,9389,7638,279.76,2024-02-14 02:27:00
283,5098,7677,53.79,2024-02-11 16:20:00
284,22370,7342,156.87,2024-02-09 04:47:00
285,9757,11566,260.52,2024-01-13 03:37:00
286,7485,16605,33.97,2024-01-28 03:12:00
287,10672,22481,135.78,2024-03-23 03:37:00
288,20069,4940,52.35,2024-02-16 04:01:00
289,21428,5565,29.19,2024-01-05 03:16:00
290,4439,13727,125.43,2024-01-24 15:10:00
291,3905,827,57.1,2024-03-20 08:53:00
292,9471,4220,422.75,2024-01-26 02:12:00
293,24244,12533,14.36,2024-02-22 21:16:00
294,13769,10041,83.36,2024-02-11 11:53:00
295,23904,22393,13.2,2024-02-12 13:58:00
296,358,1534,102.59,2024-02-06 06:42:00
297,16570,13154,374.09,2024-01-04 20:27:00
298,17530,18813,57.15,2024-01-13 05:04:00
299,9767,16467,243.88,2024-02-13 18:27:00
300,20779,8338,95.65,2024-03-13 06:39:00
301,17475,17554,1055.34,2024-03-20 15:54:00
302,24733,22333,77.89,2024-01-05 12:55:00
303,21157,4465,141.0,2024-03-12 09:08:00
304,6385,20224,1074.05,2024-01-09 02:45:00
305,19947,2000,187.34,2024-03-11 23:31:00
306,24340,5335,53.65,2024-03-07 20:02:00
307,14268,20825,155.26,2024-02-24 01:27:00
308,17628,4141,331.49,2024-02-01 11:25:00
309,23573,16355,30.44,2024-02-17 07:57:00
310,13883,9517,403.16,2024-01-08 23:15:00
311,7690,9209,1193.76,2024-01-16 08:15:00
312,2302,1586,340.44,2024-01-25 12:47:00
313,10105,7007,582.49,2024-02-18 05:26:00
314,13876,14117,37.76,2024-01-21 18:33:00
315,10581,10948,89.91,2024-03-17 16:29:00
316,12655,1472,97.68,2024-01-06 02:48:00
317,18567,8722,527.68,2024-01-23 08:03:00
318,11872,10953,61.11,2024-01-11 09:33:00
319,10948,1871,28.39,2024-01-02 16:19:00
320,6613,5732,37.76,2024-03-15 19:59:00
321,18943,7339,128.83,2024-01-10 23:23:00
322,3211,7866,15.24,2024-02-03 01:15:00
323,19836,9232,24.08,2024-01-14 11:55:00
324,10619,24712,42.84,2024-02-23 12:39:00
325,19579,14731,14.19,2024-01-09 04:17:00
326,9429,3992,132.72,2024-02-28 14:43:00
327,14854,13880,142.98,2024-01-15 19:15:00
328,20203,4765,56.09,2024-03-11 16:56:00
329,15502,3962,145.21,2024-01-19 13:02:00
330,6866,2501,119.62,2024-01-22 07:20:00
331,18768,18229,75.61,2024-02-18 04:50:00
332,19982,10005,11.53,2024-02-04 04:23:00
333,20379,2825,19.78,2024-02-25 05:14:00
334,23609,751,661.78,2024-02-25 18:37:00
335,20194,14422,353.93,2024-02-14 10:31:00
336,18076,6051,156.15,2024-01-05 05:48:00
337,4556,3231,71.12,2024-01-27 23:34:00
338,9605,20642,155.75,2024-01-06 03:12:00
339,15302,74,643.5,2024-02-15 14:44:00
340,18675,3726,7.47,2024-02-01 05:56:00
341,6666,19743,130.17,2024-01-18 18:19:00
342,18106,4505,12.6,2024-03-29 07:21:00
343,18830,18158,10423.21,2024-03-12 16:50:00
344,18414,21396,209.12,2024-01-02 16:43:00
345,12256,488,12.37,2024-01-15 10:52:00
346,6925,23402,39.92,2024-03-03 21:18:00
347,17603,12405,301.02,2024-01-27 01:06:00
348,9817,23321,1532.22,2024-01-07 18:10:00
349,934,15400,351.7,2024-03-27 03:57:00
350,23706,12638,2397.48,2024-01-25 05:48:00
351,19577,18191,37.04,2024-02-10 01:21:00
352,19337,6149,2.64,2024-02-08 23:51:00
353,6714,16374,132.36,2024-03-02 21:16:00
354,11413,14945,130.96,2024-02-23 03:33:00
355,18160,4423,3.67,2024-02-19 12:14:00
356,13048,23846,113.57,2024-03-11 21:18:00
357,4917,14519,69.23,2024-01-18 22:21:00
358,10578,4807,123.38,2024-03-26 11:35:00
359,1522,11850,828.98,2024-02-29 01:49:00
360,20987,24703,51.31,2024-01-04 11:45:00
361,1645,4737,124.7,2024-03-21 09:55:00
362,21328,24082,402.69,2024-01-16 14:02:00
363,18072,23722,236.79,2024-01-25 01:29:00
364,13001,3781,62.21,2024-03-19 15:14:00
365,5931,18229,717.65,2024-03-22 16:10:00
366,21046,20956,200.07,2024-02-08 05:48:00
367,14667,363,79.44,2024-02-26 14:36:00
368,23818,12774,182.16,2024-02-04 04:55:00
369,16285,24427,63.37,2024-01-28 18:43:00
370,2444,23238,9.46,2024-02-23 13:36:00
371,16093,7842,371.8,2024-02-21 21:53:00
372,13653,13867,7202.99,2024-03-30 10:24:00
373,6207,23779,520.81,2024-01-12 22:58:00
374,5371,24280,622.98,2024-01-19 06:45:00
375,16938,15760,130.61,2024-02-10 02:46:00
376,21505,5358,64.49,2024-03-27 20:54:00
377,19196,18254,12737.25,2024-03-11 04:12:00
378,1206,19288,184.67,2024-02-25 11:52:00
379,16470,5335,142.71,2024-02-06 02:51:00
380,18770,7525,263.97,2024-01-08 10:41:00
381,3563,9827,137.98,2024-01-04 21:01:00
382,8622,11501,411.46,2024-02-07 06:38:00
383,8856,12179,902.56,2024-03-04 07:41:00
384,21158,22785,661.39,2024-02-13 04:21:00
385,1461,11849,303.03,2024-02-09 15:29:00
386,7406,23829,5014.65,2024-03-19 11:47:00
387,2950,24780,15.67,2024-02-01 11:04:00
388,23975,377,1942.99,2024-02-22 07:44:00
389,1805,9385,994.87,2024-02-20 01:13:00
390,5122,7061,113.09,2024-02-05 12:20:00
391,9252,4406,188.98,2024-01-06 06:28:00
392,21477,18450,243.61,2024-02-14 09:50:00
393,18460,18928,84.18,2024-03-24 12:48:00
394,14060,21407,45.17,2024-03-23 21:55:00
395,22936,9302,273.31,2024-03-25 03:01:00
396,23060,7766,26.66,2024-02-08 05:58:00
397,10200,661,117.22,2024-01-05 06:35:00
398,1801,3013,87.69,2024-02-09 05:38:00
399,13921,6966,21.45,2024-01-31 11:27:00
400,18753,19325,1173.61,2024-01-02 07:47:00
401,12872,6004,33.31,2024-01-15 13:42:00
402,4712,3815,90.05,2024-01-02 15:16:00
403,12952,8331,240.32,2024-03-30 09:19:00
404,636,12293,19.08,2024-02-08 08:18:00
405,7029,24022,630.44,2024-03-27 05:15:00
406,17357,22960,12.09,2024-03-17 11:39:00
407,264,19782,527.56,2024-03-03 22:22:00
408,20289,2898,295.33,2024-03-20 07:24:00
409,21031,6991,147.52,2024-01-24 04:13:00
410,11831,6370,227.76,2024-01-12 05:05:00
411,17457,23620,154.35,2024-02-20 09:30:00
412,20183,23522,617.87,2024-03-30 06:31:00
413,23502,1768,914.07,2024-01-19 12:37:00
414,9729,12533,397.78,2024-01-13 18:53:00
415,6456,18651,120.28,2024-03-01 02:53:00
416,24599,213,102.8,2024-03-23 11:50:00
417,7611,2061,24.21,2024-01-10 23:35:00
418,12369,518,27.57,2024-02-03 02:01:00
419,16057,14261,107.57,2024-02-26 15:38:00
420,2123,14883,339.66,2024-03-19 07:31:00
421,7982,691,4166.75,2024-01-12 07:11:00
422,17811,5493,214.02,2024-03-02 04:03:00
423,13105,24289,1587.46,2024-01-11 20:50:00
424,20440,19633,50.69,2024-03-13 02:37:00
425,12334,6045,58.69,2024-03-24 17:40:00
426,19487,19074,605.01,2024-02-25 17:38:00
427,17357,14575,290.15,2024-02-15 09:04:00
428,184,1968,1349.6,2024-02-29 15:59:00
429,1639,22371,110.68,2024-03-27 03:07:00
430,14240,21031,460.32,2024-03-20 02:33:00
431,18076,23123,291.79,2024-03-03 17:25:00
432,8525,17264,6061.72,2024-01-09 02:28:00
433,7485,9042,1173.25,2024-02-05 23:47:00
434,14414,10502,315.78,2024-03-16 19:28:00
435,2650,7035,56.01,2024-01-25 05:31:00
436,13832,21251,277.0,2024-03-11 03:34:00
437,13667,6456,66.59,2024-03-10 12:16:00
438,21875,16385,4.95,2024-01-08 00:36:00
439,3060,24102,387.26,2024-02-17 11:36:00
440,5969,20930,128.75,2024-01-18 00:26:00
441,13380,20810,23.81,2024-01-03 08:31:00
442,906,23167,33.36,2024-01-22 11:07:00
443,22221,16280,182.31,2024-03-16 07:13:00
444,16937,17268,57.35,2024-01-14 15:45:00
445,5351,4924,38.21,2024-01-02 18:50:00
446,2289,22194,151.33,2024-01-29 04:27:00
447,410,15741,141.94,2024-01-26 10:54:00
448,3952,6141,33.77,2024-03-29 09:54:00
449,13706,23206,120.3,2024-03-18 09:51:00
450,22050,4405,210.6,2024-01-23 19:51:00
451,18164,21351,174.29,2024-01-28 13:51:00
452,8517,23098,67.62,2024-01-24 07:51:00
453,10896,5939,70.19,2024-03-14 01:35:00
454,11215,13150,245.83,2024-03-17 20:25:00
455,1484,278,568.07,2024-02-08 18:10:00
456,11651,9546,33.54,2024-01-23 11:27:00
457,10619,20130,688.55,2024-01-02 08:26:00
458,22969,4089,358.8,2024-02-10 18:56:00
459,2679,16498,109.69,2024-03-16 04:22:00
460,20576,12533,53.46,2024-01-08 20:35:00
461,20755,10699,19.64,2024-03-10 23:28:00
462,14891,2570,234.12,2024-03-08 19:53:00
463,19731,19040,4.19,2024-02-12 23:01:00
464,22960,5991,509.75,2024-02-03 18:08:00
465,12393,2305,7.31,2024-02-11 20:45:00
466,24102,2477,63.37,2024-02-02 11:03:00
467,12065,12258,2022.38,2024-01-04 10:58:00
468,3063,6543,56.05,2024-02-03 12:51:00
469,22462,8794,53.14,2024-03-26 14:26:00
470,18966,13337,107.86,2024-02-23 13:29:00
471,18385,14891,125.17,2024-02-07 04:52:00
472,1172,3262,128.01,2024-02-20 07:23:00
473,1894,7782,218.04,2024-01-11 13:57:00
474,4061,6757,8.52,2024-01-17 02:51:00
475,7896,12638,256.45,2024-02-21 22:23:00
476,18158,15386,614.15,2024-03-11 16:33:00
477,5156,20962,374.31,2024-01-27 22:41:00
478,18491,21519,82.26,2024-03-21 19:05:00
479,13729,15379,2331.85,2024-02-25 21:24:00
480,12450,18076,819.88,2024-02-17 00:19:00
481,6149,3997,19.06,2024-03-12 12:00:00
482,24257,20506,33.54,2024-02-07 06:39:00
483,12258,14396,422.15,2024-01-16 15:46:00
484,3706,7786,235.19,2024-02-21 05:19:00
485,6482,24234,349.16,2024-03-24 01:14:00
486,10512,21638,154.91,2024-03-21 09:00:00
487,23320,20530,813.55,2024-01-30 08:09:00
488,2730,18301,108.16,2024-01-01 01:39:00
489,13093,19296,3131.72,2024-02-23 01:51:00
490,15324,1178,24.21,2024-02-20 06:22:00
491,24675,1432,68.69,2024-01-25 13:56:00
492,8884,7485,210.42,2024-02-12 08:37:00
493,19762,17855,56.98,2024-03-10 18:50:00
494,12656,10421,17.02,2024-03-02 00:25:00
495,19959,10735,132.03,2024-01-29 02:26:00
496,10689,5026,3.45,2024-03-18 06:04:00
497,16385,213,19.61,2024-01-22 06:50:00
498,2042,6509,94.78,2024-01-22 12:41:00
499,2780,22602,39.8,2024-03-01 16:43:00
500,7123,2842,78.62,2024-01-02 10:26:00
501,6649,18450,286.94,2024-03-25 00:53:00
502,2701,2175,2876.07,2024-01-11 20:28:00
503,23083,19953,23.03,2024-02-18 17:44:00
504,6642,18967,152.43,2024-02-16 08:32:00
505,21549,3652,2557.85,2024-01-21 12:29:00
506,11407,15531,250.09,2024-02-10 07:40:00
507,16195,6700,108.92,2024-01-29 06:45:00
508,10257,16938,90.39,2024-02-16 02:33:00
509,2652,16544,828.52,2024-03-30 10:46:00
510,9057,1586,4.95,2024-02-29 19:02:00
511,6995,4458,118.33,2024-02-14 01:02:00
512,2219,22499,241.66,2024-01-25 08:07:00
513,10585,11193,796.48,2024-02-02 20:24:00
514,3063,16112,98.21,2024-02-15 12:39:00
515,14943,24684,119.14,2024-01-27 21:21:00
516,16385,954,91.67,2024-02-12 01:05:00
517,2507,15409,123.06,2024-01-25 16:20:00
518,24127,6028,91.65,2024-01-04 00:22:00
519,9605,4027,75.58,2024-03-06 19:49:00
520,23866,20503,224.02,2024-01-01 22:12:00
521,22260,22144,177.84,2024-02-20 23:07:00
522,11888,14619,673.55,2024-03-22 07:28:00
523,24262,1484,60.01,2024-03-14 09:41:00
524,9899,4048,88.86,2024-02-17 01:07:00
525,7123,16614,213.4,2024-01-13 16:30:00
526,13925,3516,551.54,2024-03-11 08:59:00
527,4223,11455,25.28,2024-02-23 19:14:00
528,7587,12004,1148.03,2024-01-19 22:15:00
529,4840,10086,283.66,2024-03-12 03:43:00
530,17428,13032,1981.3,2024-02-16 20:02:00
531,7152,4875,429.05,2024-03-15 23:55:00
532,17528,9460,70.9,2024-03-22 02:41:00
533,1576,8191,92.65,2024-01-24 14:43:00
534,12457,20305,476.72,2024-02-06 05:36:00
535,6162,21054,224.16,2024-01-03 21:17:00
536,24411,18021,696.33,2024-01-14 23:22:00
537,5279,6709,83.48,2024-01-21 08:57:00
538,14677,16678,96.91,2024-01-08 15:38:00
539,16470,149,497.1,2024-03-22 08:13:00
540,13049,18966,392.47,2024-02-23 14:05:00
541,22419,20315,47.93,2024-03-14 23:17:00
542,84,15789,1736.11,2024-02-17 06:56:00
543,13398,24065,241.35,2024-01-13 02:33:00
544,7006,12646,551.74,2024-02-15 04:42:00
545,20543,8200,279.19,2024-02-22 16:04:00
546,20810,3635,597.06,2024-01-06 17:21:00
547,11888,4243,82.32,2024-01-22 14:51:00
548,17854,2599,124.57,2024-01-17 20:32:00
549,2813,17943,34.09,2024-02-20 10:00:00
550,6858,68,149.53,2024-03-18 01:16:00
551,12638,23084,265.09,2024-01-21 08:40:00
552,989,16246,2479.34,2024-01-28 11:30:00
553,11356,15415,17.75,2024-01-14 10:47:00
554,7611,4374,26.45,2024-02-25 06:14:00
555,2202,23391,116.77,2024-01-09 04:28:00
556,9629,877,60.77,2024-01-07 05:35:00
557,15178,3620,104.22,2024-02-18 11:18:00
